nohup: ignoring input
============================================================================================
Remove CancerControl-v0 from registry
============================================================================================
Device set to : NVIDIA GeForce RTX 3090
============================================================================================
training environment name : gym_cancer:CancerControl-v0--patient046
2021-12-06 15:23:21.743717: I tensorflow/stream_executor/platform/default/dso_loader.cc:49] Successfully opened dynamic library libcudart.so.11.0
current logging run number for gym_cancer:CancerControl-v0 :  9
Actions are logged at : PPO_logs/gym_cancer:CancerControl-v0//patient046/PPO_ActionList_gym_cancer:CancerControl-v0_patient046_log_9.csv
save checkpoint path : PPO_preTrained/gym_cancer:CancerControl-v0/patient046/
save checkpoint format : patient046_20211206-1523_PPO_gym_cancer:CancerControl-v0_0_0.pth
--------------------------------------------------------------------------------------------
num of envs : 2
max training updating times :  100000
max timesteps per episode :  120
model saving frequency : 500 episodes
log frequency : 2 episodes
printing average reward over episodes in last : 2 episodes
--------------------------------------------------------------------------------------------
state space dimension :  7
action space dimension :  10
--------------------------------------------------------------------------------------------
Initializing a discrete action space policy
--------------------------------------------------------------------------------------------
The initial explore rate : 0.8 and initial exploit rate is : 1- 0.8
PPO update frequency : 2 episodes
PPO K epochs :  4
PPO epsilon clip :  0.2
discount factor (gamma) :  0.99
--------------------------------------------------------------------------------------------
decaying optimizer with step size :  500  decay ratio :  0.5
optimizer learning rate actor :  3e-05
optimizer learning rate critic :  0.0001
============================================================================================
Started training at (GMT) :  2021-12-06 15:23:25
============================================================================================
/home/yitao/PPO-Pytorch/env/gym_cancer/envs/cancercontrol.py:282: RuntimeWarning: invalid value encountered in power
  dxdt = np.multiply(r * x, (1 - (x @ self.A / self.K) ** phi -drug @ Beta))
Updates : 0 		 SurvivalMonths : 68.0 		 Average Reward : -52619.8
Updates : 194 		 SurvivalMonths : 65.5 		 Average Reward : -3046.4
Updates : 196 		 SurvivalMonths : 33.5 		 Average Reward : -826.55
Updates : 198 		 SurvivalMonths : 65.0 		 Average Reward : -7772.21
Updates : 200 		 SurvivalMonths : 65.0 		 Average Reward : -3015.67
Updates : 202 		 SurvivalMonths : 70.0 		 Average Reward : -12590.35
Updates : 204 		 SurvivalMonths : 67.5 		 Average Reward : -2193.57
Updates : 206 		 SurvivalMonths : 67.5 		 Average Reward : -2535.45
Updates : 208 		 SurvivalMonths : 39.0 		 Average Reward : -475.74
Updates : 210 		 SurvivalMonths : 64.5 		 Average Reward : -4220.57
Updates : 212 		 SurvivalMonths : 67.0 		 Average Reward : -411.95
Updates : 214 		 SurvivalMonths : 67.5 		 Average Reward : -1291.26
Updates : 216 		 SurvivalMonths : 67.0 		 Average Reward : -6939.6
Updates : 218 		 SurvivalMonths : 34.5 		 Average Reward : -3093.82
Updates : 220 		 SurvivalMonths : 38.5 		 Average Reward : -3094.54
Updates : 222 		 SurvivalMonths : 40.5 		 Average Reward : -1354.03
Updates : 224 		 SurvivalMonths : 64.5 		 Average Reward : -6694.93
Updates : 226 		 SurvivalMonths : 41.0 		 Average Reward : -3249.12
Updates : 228 		 SurvivalMonths : 12.0 		 Average Reward : 532.29
Updates : 230 		 SurvivalMonths : 64.5 		 Average Reward : -3015.99
Updates : 232 		 SurvivalMonths : 38.5 		 Average Reward : 353.35
Updates : 234 		 SurvivalMonths : 66.5 		 Average Reward : -3687.92
Updates : 236 		 SurvivalMonths : 38.5 		 Average Reward : -1266.91
Updates : 238 		 SurvivalMonths : 12.0 		 Average Reward : 532.29
Updates : 240 		 SurvivalMonths : 68.0 		 Average Reward : -17488.84
Updates : 242 		 SurvivalMonths : 67.5 		 Average Reward : -16118.55
Updates : 244 		 SurvivalMonths : 38.5 		 Average Reward : -596.45
Updates : 246 		 SurvivalMonths : 12.0 		 Average Reward : 532.29
Updates : 248 		 SurvivalMonths : 65.0 		 Average Reward : -9200.04
Updates : 250 		 SurvivalMonths : 40.5 		 Average Reward : -2049.21
Updates : 252 		 SurvivalMonths : 65.0 		 Average Reward : -3569.37
Updates : 254 		 SurvivalMonths : 43.0 		 Average Reward : -4020.41
Updates : 256 		 SurvivalMonths : 65.0 		 Average Reward : -7130.4
Updates : 258 		 SurvivalMonths : 66.0 		 Average Reward : -13353.2
Updates : 260 		 SurvivalMonths : 40.0 		 Average Reward : -1582.09
Updates : 262 		 SurvivalMonths : 66.0 		 Average Reward : -2386.75
Updates : 264 		 SurvivalMonths : 38.0 		 Average Reward : -398.72
Updates : 266 		 SurvivalMonths : 69.0 		 Average Reward : -3672.01
Updates : 268 		 SurvivalMonths : 71.0 		 Average Reward : -8719.67
Updates : 270 		 SurvivalMonths : 65.5 		 Average Reward : -7341.79
Updates : 272 		 SurvivalMonths : 69.5 		 Average Reward : -5425.74
Updates : 274 		 SurvivalMonths : 67.5 		 Average Reward : -7642.85
Updates : 276 		 SurvivalMonths : 67.5 		 Average Reward : -4096.12
Updates : 278 		 SurvivalMonths : 38.0 		 Average Reward : -679.75
Updates : 280 		 SurvivalMonths : 65.5 		 Average Reward : -1552.57
Updates : 282 		 SurvivalMonths : 40.5 		 Average Reward : -1547.28
Updates : 284 		 SurvivalMonths : 68.0 		 Average Reward : -7656.29
Updates : 286 		 SurvivalMonths : 64.0 		 Average Reward : -5700.03
Updates : 288 		 SurvivalMonths : 12.0 		 Average Reward : 532.29
Updates : 290 		 SurvivalMonths : 66.5 		 Average Reward : -2303.74
Updates : 292 		 SurvivalMonths : 37.5 		 Average Reward : -1204.52
Updates : 294 		 SurvivalMonths : 67.5 		 Average Reward : -403.15
Updates : 296 		 SurvivalMonths : 67.5 		 Average Reward : -999.87
Updates : 298 		 SurvivalMonths : 42.0 		 Average Reward : -7735.25
Updates : 300 		 SurvivalMonths : 67.5 		 Average Reward : -5879.48
Updates : 302 		 SurvivalMonths : 68.0 		 Average Reward : -3118.85
Updates : 304 		 SurvivalMonths : 39.0 		 Average Reward : -677.31
Updates : 306 		 SurvivalMonths : 38.0 		 Average Reward : -501.18
Updates : 308 		 SurvivalMonths : 67.0 		 Average Reward : -10699.01
Updates : 310 		 SurvivalMonths : 39.5 		 Average Reward : -2284.57
Updates : 312 		 SurvivalMonths : 70.5 		 Average Reward : -5860.04
Updates : 314 		 SurvivalMonths : 38.5 		 Average Reward : -2656.0
Updates : 316 		 SurvivalMonths : 12.0 		 Average Reward : 532.29
Updates : 318 		 SurvivalMonths : 67.0 		 Average Reward : -1197.25
Updates : 320 		 SurvivalMonths : 40.0 		 Average Reward : -3890.42
Updates : 322 		 SurvivalMonths : 67.5 		 Average Reward : -2444.93
Updates : 324 		 SurvivalMonths : 72.5 		 Average Reward : -1798.21
Updates : 326 		 SurvivalMonths : 72.5 		 Average Reward : -8784.63
Updates : 328 		 SurvivalMonths : 67.0 		 Average Reward : -2187.39
Updates : 330 		 SurvivalMonths : 66.0 		 Average Reward : -1616.93
Updates : 332 		 SurvivalMonths : 37.5 		 Average Reward : -668.32
Updates : 334 		 SurvivalMonths : 69.0 		 Average Reward : -2566.99
Updates : 336 		 SurvivalMonths : 39.0 		 Average Reward : 689.54
Updates : 338 		 SurvivalMonths : 65.5 		 Average Reward : -2485.65
Updates : 340 		 SurvivalMonths : 40.0 		 Average Reward : -89.02
Updates : 342 		 SurvivalMonths : 45.0 		 Average Reward : -7582.84
Updates : 344 		 SurvivalMonths : 67.5 		 Average Reward : -1500.13
Updates : 346 		 SurvivalMonths : 69.5 		 Average Reward : -1663.04
Updates : 348 		 SurvivalMonths : 67.5 		 Average Reward : -936.33
Updates : 350 		 SurvivalMonths : 68.0 		 Average Reward : -2654.68
Updates : 352 		 SurvivalMonths : 66.0 		 Average Reward : -1578.19
Updates : 354 		 SurvivalMonths : 67.0 		 Average Reward : 437.07
Updates : 356 		 SurvivalMonths : 68.0 		 Average Reward : -4530.81
Updates : 358 		 SurvivalMonths : 64.5 		 Average Reward : 258.25
Updates : 360 		 SurvivalMonths : 40.0 		 Average Reward : -585.54
Updates : 362 		 SurvivalMonths : 65.5 		 Average Reward : 347.45
Updates : 364 		 SurvivalMonths : 65.5 		 Average Reward : 814.67
Updates : 366 		 SurvivalMonths : 12.0 		 Average Reward : 532.29
Updates : 368 		 SurvivalMonths : 73.5 		 Average Reward : -368.77
Updates : 370 		 SurvivalMonths : 38.5 		 Average Reward : 967.69
Updates : 372 		 SurvivalMonths : 64.5 		 Average Reward : 453.37
Updates : 374 		 SurvivalMonths : 66.5 		 Average Reward : -1565.03
Updates : 376 		 SurvivalMonths : 42.0 		 Average Reward : -760.51
Updates : 378 		 SurvivalMonths : 64.5 		 Average Reward : -1556.5
Updates : 380 		 SurvivalMonths : 39.0 		 Average Reward : -78.17
Updates : 382 		 SurvivalMonths : 39.0 		 Average Reward : -261.07
Updates : 384 		 SurvivalMonths : 66.0 		 Average Reward : -658.74
Updates : 386 		 SurvivalMonths : 40.0 		 Average Reward : -580.67
Updates : 388 		 SurvivalMonths : 40.5 		 Average Reward : -1130.53
Updates : 390 		 SurvivalMonths : 69.5 		 Average Reward : 377.65
Updates : 392 		 SurvivalMonths : 39.5 		 Average Reward : -208.55
Updates : 394 		 SurvivalMonths : 65.0 		 Average Reward : 742.13
Updates : 396 		 SurvivalMonths : 40.0 		 Average Reward : 871.38
Updates : 398 		 SurvivalMonths : 68.0 		 Average Reward : -461.94
Updates : 400 		 SurvivalMonths : 42.0 		 Average Reward : 925.24
Updates : 402 		 SurvivalMonths : 76.0 		 Average Reward : 224.84
Updates : 404 		 SurvivalMonths : 68.5 		 Average Reward : 1203.0
Updates : 406 		 SurvivalMonths : 41.0 		 Average Reward : 772.16
Updates : 408 		 SurvivalMonths : 70.5 		 Average Reward : 734.24
Updates : 410 		 SurvivalMonths : 37.5 		 Average Reward : -144.94
Updates : 412 		 SurvivalMonths : 70.5 		 Average Reward : 557.81
Updates : 414 		 SurvivalMonths : 39.0 		 Average Reward : 462.67
Updates : 416 		 SurvivalMonths : 66.5 		 Average Reward : 1180.87
Updates : 418 		 SurvivalMonths : 67.0 		 Average Reward : 1072.13
Updates : 420 		 SurvivalMonths : 64.5 		 Average Reward : -257.91
Updates : 422 		 SurvivalMonths : 67.5 		 Average Reward : 1535.95
Updates : 424 		 SurvivalMonths : 39.0 		 Average Reward : 942.05
Updates : 426 		 SurvivalMonths : 73.0 		 Average Reward : 1550.78
Updates : 428 		 SurvivalMonths : 72.0 		 Average Reward : -1120.02
Updates : 430 		 SurvivalMonths : 38.5 		 Average Reward : 992.77
Updates : 432 		 SurvivalMonths : 40.5 		 Average Reward : 790.27
Updates : 434 		 SurvivalMonths : 43.5 		 Average Reward : 1097.67
Updates : 436 		 SurvivalMonths : 64.5 		 Average Reward : 1284.59
Updates : 438 		 SurvivalMonths : 67.0 		 Average Reward : 746.22
Updates : 440 		 SurvivalMonths : 69.0 		 Average Reward : 1381.27
Updates : 442 		 SurvivalMonths : 70.0 		 Average Reward : 1043.99
Updates : 444 		 SurvivalMonths : 70.0 		 Average Reward : 1519.98
Updates : 446 		 SurvivalMonths : 40.5 		 Average Reward : 597.07
Updates : 448 		 SurvivalMonths : 69.0 		 Average Reward : 1325.74
Updates : 450 		 SurvivalMonths : 66.0 		 Average Reward : 154.89
Updates : 452 		 SurvivalMonths : 12.0 		 Average Reward : 532.29
Updates : 454 		 SurvivalMonths : 65.0 		 Average Reward : 740.85
Updates : 456 		 SurvivalMonths : 38.0 		 Average Reward : 1095.06
Updates : 458 		 SurvivalMonths : 68.0 		 Average Reward : 1242.7
Updates : 460 		 SurvivalMonths : 67.5 		 Average Reward : 487.26
Updates : 462 		 SurvivalMonths : 65.5 		 Average Reward : 1425.55
Updates : 464 		 SurvivalMonths : 65.0 		 Average Reward : 1512.38
Updates : 466 		 SurvivalMonths : 12.0 		 Average Reward : 532.29
Updates : 468 		 SurvivalMonths : 40.0 		 Average Reward : 862.31
Updates : 470 		 SurvivalMonths : 40.0 		 Average Reward : 754.48
Updates : 472 		 SurvivalMonths : 65.5 		 Average Reward : 1671.57
Updates : 474 		 SurvivalMonths : 66.0 		 Average Reward : 1868.79
Updates : 476 		 SurvivalMonths : 69.5 		 Average Reward : 1551.28
Updates : 478 		 SurvivalMonths : 41.0 		 Average Reward : 907.78
Updates : 480 		 SurvivalMonths : 75.0 		 Average Reward : 2390.02
Updates : 482 		 SurvivalMonths : 67.0 		 Average Reward : 1476.44
Updates : 484 		 SurvivalMonths : 12.0 		 Average Reward : 532.29
Updates : 486 		 SurvivalMonths : 67.0 		 Average Reward : 870.47
Updates : 488 		 SurvivalMonths : 40.5 		 Average Reward : 1086.13
Updates : 490 		 SurvivalMonths : 43.5 		 Average Reward : 1290.1
Updates : 492 		 SurvivalMonths : 69.0 		 Average Reward : 1496.52
Updates : 494 		 SurvivalMonths : 70.0 		 Average Reward : 1331.37
Updates : 496 		 SurvivalMonths : 39.0 		 Average Reward : 1105.28
Updates : 498 		 SurvivalMonths : 68.5 		 Average Reward : 1918.74
Updates : 500 		 SurvivalMonths : 38.5 		 Average Reward : 1160.62
--------------------------------------------------------------------------------------------
saving model at : PPO_preTrained/gym_cancer:CancerControl-v0/patient046/best/patient046_20211206-1523_PPO_gym_cancer:CancerControl-v0_0_0.pth
model saved
Elapsed Time  :  0:15:00
--------------------------------------------------------------------------------------------
--------------------------------------------------------------------------------------------
saving model at : PPO_preTrained/gym_cancer:CancerControl-v0/patient046/final/patient046_20211206-1523_PPO_gym_cancer:CancerControl-v0_0_0.pth
model saved
Elapsed Time  :  0:15:00
--------------------------------------------------------------------------------------------
/home/yitao/PPO-Pytorch/env/gym_cancer/envs/cancercontrol.py:282: RuntimeWarning: invalid value encountered in power
  dxdt = np.multiply(r * x, (1 - (x @ self.A / self.K) ** phi -drug @ Beta))
Updates : 502 		 SurvivalMonths : 67.5 		 Average Reward : 1299.39
Updates : 504 		 SurvivalMonths : 64.5 		 Average Reward : 1714.22
Updates : 506 		 SurvivalMonths : 69.5 		 Average Reward : 2021.27
Updates : 508 		 SurvivalMonths : 36.0 		 Average Reward : 978.04
Updates : 510 		 SurvivalMonths : 69.0 		 Average Reward : 1500.58
Updates : 512 		 SurvivalMonths : 39.0 		 Average Reward : 1030.5
Updates : 514 		 SurvivalMonths : 67.5 		 Average Reward : 1530.89
Updates : 516 		 SurvivalMonths : 38.5 		 Average Reward : 1175.42
Updates : 518 		 SurvivalMonths : 70.5 		 Average Reward : 2014.01
Updates : 520 		 SurvivalMonths : 40.0 		 Average Reward : 932.5
Updates : 522 		 SurvivalMonths : 64.5 		 Average Reward : 1854.35
Updates : 524 		 SurvivalMonths : 69.0 		 Average Reward : 1583.81
Updates : 526 		 SurvivalMonths : 65.0 		 Average Reward : 1691.63
Updates : 528 		 SurvivalMonths : 38.0 		 Average Reward : 1151.9
Updates : 530 		 SurvivalMonths : 65.5 		 Average Reward : 1835.64
Updates : 532 		 SurvivalMonths : 64.5 		 Average Reward : 1549.32
Updates : 534 		 SurvivalMonths : 65.0 		 Average Reward : 1428.27
Updates : 536 		 SurvivalMonths : 69.0 		 Average Reward : 1486.33
Updates : 538 		 SurvivalMonths : 68.5 		 Average Reward : 2060.51
Updates : 540 		 SurvivalMonths : 65.0 		 Average Reward : 1672.95
Updates : 542 		 SurvivalMonths : 67.5 		 Average Reward : 1437.52
Updates : 544 		 SurvivalMonths : 68.5 		 Average Reward : 1967.77
Updates : 546 		 SurvivalMonths : 66.5 		 Average Reward : 1570.02
Updates : 548 		 SurvivalMonths : 12.0 		 Average Reward : 532.29
Updates : 550 		 SurvivalMonths : 68.0 		 Average Reward : 1584.34
Updates : 552 		 SurvivalMonths : 38.5 		 Average Reward : 1148.51
Updates : 554 		 SurvivalMonths : 40.0 		 Average Reward : 1283.17
Updates : 556 		 SurvivalMonths : 69.0 		 Average Reward : 2046.3
Updates : 558 		 SurvivalMonths : 39.0 		 Average Reward : 1192.77
Updates : 560 		 SurvivalMonths : 40.0 		 Average Reward : 1045.4
Updates : 562 		 SurvivalMonths : 39.5 		 Average Reward : 1248.19
Updates : 564 		 SurvivalMonths : 68.5 		 Average Reward : 1829.68
Updates : 566 		 SurvivalMonths : 67.0 		 Average Reward : 1896.72
Updates : 568 		 SurvivalMonths : 40.0 		 Average Reward : 1228.88
Updates : 570 		 SurvivalMonths : 41.0 		 Average Reward : 1371.3
Updates : 572 		 SurvivalMonths : 68.0 		 Average Reward : 2028.21
Updates : 574 		 SurvivalMonths : 67.5 		 Average Reward : 2120.59
Updates : 576 		 SurvivalMonths : 65.0 		 Average Reward : 1802.6
Updates : 578 		 SurvivalMonths : 70.0 		 Average Reward : 1966.17
Updates : 580 		 SurvivalMonths : 68.0 		 Average Reward : 1692.33
Updates : 582 		 SurvivalMonths : 38.0 		 Average Reward : 720.27
Updates : 584 		 SurvivalMonths : 68.0 		 Average Reward : 1940.09
Updates : 586 		 SurvivalMonths : 12.0 		 Average Reward : 532.29
Updates : 588 		 SurvivalMonths : 68.0 		 Average Reward : 1930.54
Updates : 590 		 SurvivalMonths : 67.0 		 Average Reward : 2093.33
Updates : 592 		 SurvivalMonths : 42.5 		 Average Reward : 1273.85
Updates : 594 		 SurvivalMonths : 68.0 		 Average Reward : 1985.09
Updates : 596 		 SurvivalMonths : 66.5 		 Average Reward : 1260.92
Updates : 598 		 SurvivalMonths : 66.0 		 Average Reward : 1663.57
Updates : 600 		 SurvivalMonths : 65.5 		 Average Reward : 1814.21
Updates : 602 		 SurvivalMonths : 38.0 		 Average Reward : 1134.57
Updates : 604 		 SurvivalMonths : 68.5 		 Average Reward : 1715.6
Updates : 606 		 SurvivalMonths : 67.5 		 Average Reward : 1978.73
Updates : 608 		 SurvivalMonths : 68.5 		 Average Reward : 2084.13
Updates : 610 		 SurvivalMonths : 39.0 		 Average Reward : 1121.92
Updates : 612 		 SurvivalMonths : 67.5 		 Average Reward : 1984.48
Updates : 614 		 SurvivalMonths : 65.5 		 Average Reward : 1849.14
Updates : 616 		 SurvivalMonths : 65.5 		 Average Reward : 1848.85
Updates : 618 		 SurvivalMonths : 41.5 		 Average Reward : 1223.65
Updates : 620 		 SurvivalMonths : 68.5 		 Average Reward : 2079.71
Updates : 622 		 SurvivalMonths : 67.0 		 Average Reward : 2113.67
Updates : 624 		 SurvivalMonths : 67.0 		 Average Reward : 2014.48
Updates : 626 		 SurvivalMonths : 66.0 		 Average Reward : 1800.34
Updates : 628 		 SurvivalMonths : 68.0 		 Average Reward : 2007.06
Updates : 630 		 SurvivalMonths : 43.0 		 Average Reward : 1265.51
Updates : 632 		 SurvivalMonths : 42.0 		 Average Reward : 1335.33
Updates : 634 		 SurvivalMonths : 65.5 		 Average Reward : 1906.38
